runs,player,team,season,match,stadium
14,SP Fleming,Deccan Chargers,1,336012,"MA Chidambaram Stadium, Chepauk"
14,SP Fleming,Deccan Chargers,1,336042,"Rajiv Gandhi International Stadium, Uppal"
3,SP Goswami,Deccan Chargers,5,548378,"Rajiv Gandhi International Stadium, Uppal"
26,SPD Smith,Deccan Chargers,5,548346,Subrata Roy Sahara Stadium
47,SPD Smith,Deccan Chargers,5,548353,Barabati Stadium
23,SR Tendulkar,Deccan Chargers,1,336029,"Rajiv Gandhi International Stadium, Uppal"
36,SR Tendulkar,Deccan Chargers,2,392197,Kingsmead
2,SR Tendulkar,Deccan Chargers,2,392217,SuperSport Park
55,SR Tendulkar,Deccan Chargers,3,419135,Dr DY Patil Sports Academy
35,SR Tendulkar,Deccan Chargers,3,419143,Brabourne Stadium
28,SR Tendulkar,Deccan Chargers,4,501229,"Rajiv Gandhi International Stadium, Uppal"
37,SR Tendulkar,Deccan Chargers,4,501261,Wankhede Stadium
14,SR Tendulkar,Deccan Chargers,5,548351,Wankhede Stadium
4,SR Watson,Deccan Chargers,1,335995,"Rajiv Gandhi International Stadium, Uppal"
5,SR Watson,Deccan Chargers,1,336016,Sawai Mansingh Stadium
58,SR Watson,Deccan Chargers,3,419146,"Vidarbha Cricket Association Stadium, Jamtha"
13,SR Watson,Deccan Chargers,5,548378,"Rajiv Gandhi International Stadium, Uppal"
3,SS Tiwary,Deccan Chargers,2,392217,SuperSport Park
4,SS Tiwary,Deccan Chargers,3,419135,Dr DY Patil Sports Academy
44,SS Tiwary,Deccan Chargers,3,419143,Brabourne Stadium
7,SS Tiwary,Deccan Chargers,4,501213,"Rajiv Gandhi International Stadium, Uppal"
30,SS Tiwary,Deccan Chargers,5,548381,"Rajiv Gandhi International Stadium, Uppal"
18,ST Jayasuriya,Deccan Chargers,1,335999,Dr DY Patil Sports Academy
36,ST Jayasuriya,Deccan Chargers,1,336029,"Rajiv Gandhi International Stadium, Uppal"
1,ST Jayasuriya,Deccan Chargers,2,392197,Kingsmead
5,ST Jayasuriya,Deccan Chargers,2,392217,SuperSport Park
7,STR Binny,Deccan Chargers,5,548378,"Rajiv Gandhi International Stadium, Uppal"
9,T Taibu,Deccan Chargers,1,336019,"Rajiv Gandhi International Stadium, Uppal"
8,T Thushara,Deccan Chargers,3,419152,"Vidarbha Cricket Association Stadium, Jamtha"
14,TL Suman,Deccan Chargers,4,501261,Wankhede Stadium
5,TL Suman,Deccan Chargers,5,548319,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
16,TM Dilshan,Deccan Chargers,1,336025,Feroz Shah Kotla
52,TM Dilshan,Deccan Chargers,2,392206,SuperSport Park
37,TM Dilshan,Deccan Chargers,2,392228,Kingsmead
65,TM Dilshan,Deccan Chargers,2,392242,SuperSport Park
11,TM Dilshan,Deccan Chargers,3,419165,Feroz Shah Kotla
7,TM Dilshan,Deccan Chargers,4,501213,"Rajiv Gandhi International Stadium, Uppal"
71,TM Dilshan,Deccan Chargers,5,548361,M Chinnaswamy Stadium
4,TM Dilshan,Deccan Chargers,5,548381,"Rajiv Gandhi International Stadium, Uppal"
4,TR Birt,Deccan Chargers,4,501248,"Rajiv Gandhi International Stadium, Uppal"
3,UT Yadav,Deccan Chargers,3,419125,Barabati Stadium
9,V Kohli,Deccan Chargers,1,336007,"Rajiv Gandhi International Stadium, Uppal"
38,V Kohli,Deccan Chargers,1,336039,M Chinnaswamy Stadium
50,V Kohli,Deccan Chargers,2,392193,Newlands
19,V Kohli,Deccan Chargers,2,392241,SuperSport Park
7,V Kohli,Deccan Chargers,2,392244,New Wanderers Stadium
58,V Kohli,Deccan Chargers,3,419150,M Chinnaswamy Stadium
3,V Kohli,Deccan Chargers,3,419156,"Vidarbha Cricket Association Stadium, Jamtha"
71,V Kohli,Deccan Chargers,4,501213,"Rajiv Gandhi International Stadium, Uppal"
9,V Kohli,Deccan Chargers,5,548361,M Chinnaswamy Stadium
36,V Kohli,Deccan Chargers,5,548381,"Rajiv Gandhi International Stadium, Uppal"
94,V Sehwag,Deccan Chargers,1,335993,"Rajiv Gandhi International Stadium, Uppal"
0,V Sehwag,Deccan Chargers,1,336025,Feroz Shah Kotla
20,V Sehwag,Deccan Chargers,2,392206,SuperSport Park
11,V Sehwag,Deccan Chargers,2,392228,Kingsmead
39,V Sehwag,Deccan Chargers,2,392242,SuperSport Park
3,V Sehwag,Deccan Chargers,3,419125,Barabati Stadium
8,V Sehwag,Deccan Chargers,3,419165,Feroz Shah Kotla
12,V Sehwag,Deccan Chargers,4,501221,Feroz Shah Kotla
119,V Sehwag,Deccan Chargers,4,501248,"Rajiv Gandhi International Stadium, Uppal"
7,V Sehwag,Deccan Chargers,5,548326,Feroz Shah Kotla
4,V Sehwag,Deccan Chargers,5,548334,"Rajiv Gandhi International Stadium, Uppal"
5,W Jaffer,Deccan Chargers,1,336007,"Rajiv Gandhi International Stadium, Uppal"
44,W Jaffer,Deccan Chargers,1,336039,M Chinnaswamy Stadium
3,WA Mota,Deccan Chargers,2,392221,De Beers Diamond Oval
12,WA Mota,Deccan Chargers,2,392234,New Wanderers Stadium
16,WD Parnell,Deccan Chargers,4,501264,Dr DY Patil Sports Academy
10,WP Saha,Deccan Chargers,1,335991,Eden Gardens
7,WP Saha,Deccan Chargers,2,392233,New Wanderers Stadium
10,WP Saha,Deccan Chargers,3,419140,Eden Gardens
1,Y Nagar,Deccan Chargers,3,419125,Barabati Stadium
23,Y Nagar,Deccan Chargers,4,501221,Feroz Shah Kotla
7,Y Nagar,Deccan Chargers,4,501248,"Rajiv Gandhi International Stadium, Uppal"
23,Y Nagar,Deccan Chargers,5,548326,Feroz Shah Kotla
21,Y Venugopal Rao,Deccan Chargers,4,501221,Feroz Shah Kotla
3,Y Venugopal Rao,Deccan Chargers,4,501248,"Rajiv Gandhi International Stadium, Uppal"
61,YK Pathan,Deccan Chargers,1,335995,"Rajiv Gandhi International Stadium, Uppal"
68,YK Pathan,Deccan Chargers,1,336016,Sawai Mansingh Stadium
24,YK Pathan,Deccan Chargers,2,392210,St George's Park
6,YK Pathan,Deccan Chargers,2,392225,De Beers Diamond Oval
73,YK Pathan,Deccan Chargers,3,419131,"Sardar Patel Stadium, Motera"
5,YK Pathan,Deccan Chargers,3,419146,"Vidarbha Cricket Association Stadium, Jamtha"
22,YK Pathan,Deccan Chargers,4,501208,Eden Gardens
47,YK Pathan,Deccan Chargers,4,501244,"Rajiv Gandhi International Stadium, Uppal"
6,YK Pathan,Deccan Chargers,5,548340,Barabati Stadium
14,Yuvraj Singh,Deccan Chargers,1,336004,"Rajiv Gandhi International Stadium, Uppal"
17,Yuvraj Singh,Deccan Chargers,1,336036,"Punjab Cricket Association Stadium, Mohali"
18,Yuvraj Singh,Deccan Chargers,2,392221,De Beers Diamond Oval
20,Yuvraj Singh,Deccan Chargers,2,392234,New Wanderers Stadium
4,Yuvraj Singh,Deccan Chargers,3,419122,Barabati Stadium
20,Yuvraj Singh,Deccan Chargers,3,419161,Himachal Pradesh Cricket Association Stadium
2,Yuvraj Singh,Deccan Chargers,4,501255,"Rajiv Gandhi International Stadium, Uppal"
23,Yuvraj Singh,Deccan Chargers,4,501264,Dr DY Patil Sports Academy
5,YV Takawale,Deccan Chargers,1,336029,"Rajiv Gandhi International Stadium, Uppal"
4,Z Khan,Deccan Chargers,2,392197,Kingsmead
0,Z Khan,Deccan Chargers,4,501213,"Rajiv Gandhi International Stadium, Uppal"
0,Z Khan,Deccan Chargers,5,548381,"Rajiv Gandhi International Stadium, Uppal"
16,A Ashish Reddy,Delhi Daredevils,6,598015,Feroz Shah Kotla
5,A Ashish Reddy,Delhi Daredevils,6,598049,"Rajiv Gandhi International Stadium, Uppal"
15,A Ashish Reddy,Delhi Daredevils,8,829736,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
13,A Chopra,Delhi Daredevils,1,336022,Eden Gardens
16,A Flintoff,Delhi Daredevils,2,392194,Kingsmead
1,A Kumble,Delhi Daredevils,3,419133,M Chinnaswamy Stadium
1,A Kumble,Delhi Daredevils,3,419145,Feroz Shah Kotla
1,A Mishra,Delhi Daredevils,3,419119,Feroz Shah Kotla
6,A Mishra,Delhi Daredevils,5,548326,Feroz Shah Kotla
16,A Mishra,Delhi Daredevils,6,598015,Feroz Shah Kotla
5,A Mithun,Delhi Daredevils,3,419145,Feroz Shah Kotla
0,A Mithun,Delhi Daredevils,4,501232,Feroz Shah Kotla
1,A Nehra,Delhi Daredevils,9,980988,"Rajiv Gandhi International Stadium, Uppal"
0,A Singh,Delhi Daredevils,2,392235,OUTsurance Oval
12,A Symonds,Delhi Daredevils,1,335993,"Rajiv Gandhi International Stadium, Uppal"
41,A Symonds,Delhi Daredevils,2,392228,Kingsmead
24,A Symonds,Delhi Daredevils,2,392242,SuperSport Park
35,A Symonds,Delhi Daredevils,3,419125,Barabati Stadium
54,A Symonds,Delhi Daredevils,3,419165,Feroz Shah Kotla
4,A Symonds,Delhi Daredevils,4,501251,Wankhede Stadium
4,A Uniyal,Delhi Daredevils,3,419116,"Sardar Patel Stadium, Motera"
22,AA Bilakhia,Delhi Daredevils,2,392206,SuperSport Park
10,AA Bilakhia,Delhi Daredevils,2,392242,SuperSport Park
7,AA Chavan,Delhi Daredevils,5,548354,Sawai Mansingh Stadium
53,AA Jhunjhunwala,Delhi Daredevils,3,419116,"Sardar Patel Stadium, Motera"
2,AA Jhunjhunwala,Delhi Daredevils,3,419139,Feroz Shah Kotla
4,AA Jhunjhunwala,Delhi Daredevils,5,548326,Feroz Shah Kotla
39,AB Agarkar,Delhi Daredevils,2,392224,New Wanderers Stadium
17,AB Agarkar,Delhi Daredevils,3,419136,Feroz Shah Kotla
2,AB Barath,Delhi Daredevils,3,419154,Feroz Shah Kotla
5,AB de Villiers,Delhi Daredevils,3,419119,Feroz Shah Kotla
5,AB de Villiers,Delhi Daredevils,4,501232,Feroz Shah Kotla
64,AB de Villiers,Delhi Daredevils,5,548315,M Chinnaswamy Stadium
52,AB de Villiers,Delhi Daredevils,6,598022,M Chinnaswamy Stadium
32,AB de Villiers,Delhi Daredevils,6,598059,Feroz Shah Kotla
33,AB de Villiers,Delhi Daredevils,7,734010,M Chinnaswamy Stadium
55,AB de Villiers,Delhi Daredevils,9,980926,M Chinnaswamy Stadium
6,AB de Villiers,Delhi Daredevils,9,981016,Shaheed Veer Narayan Singh International Stadium
30,AB McDonald,Delhi Daredevils,5,548315,M Chinnaswamy Stadium
0,AB McDonald,Delhi Daredevils,6,598022,M Chinnaswamy Stadium
37,AC Blizzard,Delhi Daredevils,4,501251,Wankhede Stadium
0,AC Blizzard,Delhi Daredevils,5,548347,Feroz Shah Kotla
8,AC Gilchrist,Delhi Daredevils,1,335993,"Rajiv Gandhi International Stadium, Uppal"
14,AC Gilchrist,Delhi Daredevils,1,336025,Feroz Shah Kotla
8,AC Gilchrist,Delhi Daredevils,2,392206,SuperSport Park
64,AC Gilchrist,Delhi Daredevils,2,392228,Kingsmead
85,AC Gilchrist,Delhi Daredevils,2,392242,SuperSport Park
24,AC Gilchrist,Delhi Daredevils,3,419125,Barabati Stadium
10,AC Gilchrist,Delhi Daredevils,3,419165,Feroz Shah Kotla
42,AC Gilchrist,Delhi Daredevils,4,501228,Feroz Shah Kotla
9,AC Gilchrist,Delhi Daredevils,4,501262,Himachal Pradesh Cricket Association Stadium
9,AC Gilchrist,Delhi Daredevils,5,548379,Himachal Pradesh Cricket Association Stadium
42,AC Gilchrist,Delhi Daredevils,6,598033,Himachal Pradesh Cricket Association Stadium
6,AC Gilchrist,Delhi Daredevils,6,598064,Feroz Shah Kotla
15,AC Voges,Delhi Daredevils,3,419139,Feroz Shah Kotla
9,AD Mascarenhas,Delhi Daredevils,1,336020,Sawai Mansingh Stadium
3,AD Mascarenhas,Delhi Daredevils,3,419116,"Sardar Patel Stadium, Motera"
24,AD Mathews,Delhi Daredevils,3,419136,Feroz Shah Kotla
46,AD Mathews,Delhi Daredevils,3,419149,Eden Gardens
6,AD Mathews,Delhi Daredevils,5,548338,Feroz Shah Kotla
30,AD Mathews,Delhi Daredevils,6,598072,Subrata Roy Sahara Stadium
5,AD Russell,Delhi Daredevils,8,829766,Eden Gardens
17,AD Russell,Delhi Daredevils,9,980956,Feroz Shah Kotla
5,AG Paunikar,Delhi Daredevils,4,501209,Sawai Mansingh Stadium
37,AJ Finch,Delhi Daredevils,6,598040,Shaheed Veer Narayan Singh International Stadium
52,AJ Finch,Delhi Daredevils,6,598072,Subrata Roy Sahara Stadium
88,AJ Finch,Delhi Daredevils,7,729306,Dubai International Cricket Stadium
4,AJ Finch,Delhi Daredevils,7,733998,Feroz Shah Kotla
5,AJ Finch,Delhi Daredevils,9,980966,Saurashtra Cricket Association Stadium
22,AL Menaria,Delhi Daredevils,4,501209,Sawai Mansingh Stadium
2,AL Menaria,Delhi Daredevils,5,548354,Sawai Mansingh Stadium
1,AL Menaria,Delhi Daredevils,6,598006,Feroz Shah Kotla
2,AM Nayar,Delhi Daredevils,1,336009,Dr DY Patil Sports Academy
1,AM Nayar,Delhi Daredevils,1,336037,Feroz Shah Kotla
18,AM Nayar,Delhi Daredevils,2,392220,Buffalo Park
4,AM Nayar,Delhi Daredevils,2,392240,SuperSport Park
17,AM Nayar,Delhi Daredevils,4,501228,Feroz Shah Kotla
12,AM Rahane,Delhi Daredevils,2,392220,Buffalo Park
56,AM Rahane,Delhi Daredevils,2,392240,SuperSport Park
18,AM Rahane,Delhi Daredevils,4,501209,Sawai Mansingh Stadium
84,AM Rahane,Delhi Daredevils,5,548350,Feroz Shah Kotla
42,AM Rahane,Delhi Daredevils,5,548354,Sawai Mansingh Stadium
28,AM Rahane,Delhi Daredevils,6,598006,Feroz Shah Kotla
63,AM Rahane,Delhi Daredevils,6,598054,Sawai Mansingh Stadium
12,AM Rahane,Delhi Daredevils,7,733980,Feroz Shah Kotla
64,AM Rahane,Delhi Daredevils,7,734016,"Sardar Patel Stadium, Motera"
47,AM Rahane,Delhi Daredevils,8,829720,Feroz Shah Kotla
91,AM Rahane,Delhi Daredevils,8,829782,Brabourne Stadium
63,AM Rahane,Delhi Daredevils,9,980970,Feroz Shah Kotla
42,AM Rahane,Delhi Daredevils,9,981002,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
1,Ankit Sharma,Delhi Daredevils,5,548326,Feroz Shah Kotla
8,Anureet Singh,Delhi Daredevils,8,829772,Feroz Shah Kotla
17,AP Tare,Delhi Daredevils,3,419119,Feroz Shah Kotla
8,AP Tare,Delhi Daredevils,7,729314,Sharjah Cricket Stadium
14,AP Tare,Delhi Daredevils,7,734036,Wankhede Stadium
42,AR Patel,Delhi Daredevils,7,734024,Feroz Shah Kotla
13,AR Patel,Delhi Daredevils,8,829730,Maharashtra Cricket Association Stadium
22,AR Patel,Delhi Daredevils,8,829772,Feroz Shah Kotla
11,AR Patel,Delhi Daredevils,9,980918,Feroz Shah Kotla
16,AR Patel,Delhi Daredevils,9,980976,"Punjab Cricket Association IS Bindra Stadium, Mohali"
11,AS Raut,Delhi Daredevils,2,392235,OUTsurance Oval
34,AT Rayudu,Delhi Daredevils,3,419119,Feroz Shah Kotla
24,AT Rayudu,Delhi Daredevils,3,419157,Brabourne Stadium
14,AT Rayudu,Delhi Daredevils,4,501206,Feroz Shah Kotla
59,AT Rayudu,Delhi Daredevils,4,501251,Wankhede Stadium
4,AT Rayudu,Delhi Daredevils,5,548330,Wankhede Stadium
62,AT Rayudu,Delhi Daredevils,5,548347,Feroz Shah Kotla
24,AT Rayudu,Delhi Daredevils,6,598011,Wankhede Stadium
2,AT Rayudu,Delhi Daredevils,6,598029,Feroz Shah Kotla
14,AT Rayudu,Delhi Daredevils,7,729314,Sharjah Cricket Stadium
2,AT Rayudu,Delhi Daredevils,7,734036,Wankhede Stadium
30,AT Rayudu,Delhi Daredevils,8,829752,Feroz Shah Kotla
49,AT Rayudu,Delhi Daredevils,8,829788,Wankhede Stadium
25,AT Rayudu,Delhi Daredevils,9,980938,Feroz Shah Kotla
13,AT Rayudu,Delhi Daredevils,9,980998,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
9,Azhar Mahmood,Delhi Daredevils,5,548374,Feroz Shah Kotla
36,Azhar Mahmood,Delhi Daredevils,5,548379,Himachal Pradesh Cricket Association Stadium
9,Azhar Mahmood,Delhi Daredevils,6,598033,Himachal Pradesh Cricket Association Stadium
3,B Akhil,Delhi Daredevils,1,336031,M Chinnaswamy Stadium
8,B Akhil,Delhi Daredevils,2,392199,St George's Park
13,B Akhil,Delhi Daredevils,4,501238,Nehru Stadium
2,B Chipli,Delhi Daredevils,1,336031,M Chinnaswamy Stadium
5,B Chipli,Delhi Daredevils,4,501221,Feroz Shah Kotla
1,B Chipli,Delhi Daredevils,4,501248,"Rajiv Gandhi International Stadium, Uppal"
25,B Chipli,Delhi Daredevils,5,548326,Feroz Shah Kotla
1,B Kumar,Delhi Daredevils,9,980988,"Rajiv Gandhi International Stadium, Uppal"
13,B Kumar,Delhi Daredevils,9,981008,Shaheed Veer Narayan Singh International Stadium
1,B Lee,Delhi Daredevils,1,336000,"Punjab Cricket Association Stadium, Mohali"
1,B Lee,Delhi Daredevils,4,501235,Feroz Shah Kotla
9,B Lee,Delhi Daredevils,5,548312,Eden Gardens
16,B Lee,Delhi Daredevils,6,598045,Shaheed Veer Narayan Singh International Stadium
7,B Sumanth,Delhi Daredevils,3,419165,Feroz Shah Kotla
35,BB McCullum,Delhi Daredevils,2,392216,Kingsmead
6,BB McCullum,Delhi Daredevils,2,392224,New Wanderers Stadium
6,BB McCullum,Delhi Daredevils,3,419149,Eden Gardens
7,BB McCullum,Delhi Daredevils,4,501238,Nehru Stadium
37,BB McCullum,Delhi Daredevils,4,501243,Feroz Shah Kotla
9,BB McCullum,Delhi Daredevils,5,548312,Eden Gardens
56,BB McCullum,Delhi Daredevils,5,548362,Feroz Shah Kotla
31,BB McCullum,Delhi Daredevils,5,548383,Subrata Roy Sahara Stadium
9,BB McCullum,Delhi Daredevils,7,729298,Sheikh Zayed Stadium
32,BB McCullum,Delhi Daredevils,7,733986,Feroz Shah Kotla
4,BB McCullum,Delhi Daredevils,8,829712,"MA Chidambaram Stadium, Chepauk"
11,BB McCullum,Delhi Daredevils,8,829806,Shaheed Veer Narayan Singh International Stadium
60,BB McCullum,Delhi Daredevils,9,980950,Feroz Shah Kotla
1,BB McCullum,Delhi Daredevils,9,980966,Saurashtra Cricket Association Stadium
1,BB Sran,Delhi Daredevils,9,980988,"Rajiv Gandhi International Stadium, Uppal"
8,BCJ Cutting,Delhi Daredevils,7,734016,"Sardar Patel Stadium, Motera"
10,BJ Hodge,Delhi Daredevils,2,392216,Kingsmead
0,BJ Hodge,Delhi Daredevils,2,392224,New Wanderers Stadium
27,BJ Hodge,Delhi Daredevils,4,501238,Nehru Stadium
24,BJ Hodge,Delhi Daredevils,4,501243,Feroz Shah Kotla
22,BJ Hodge,Delhi Daredevils,5,548350,Feroz Shah Kotla
1,BJ Hodge,Delhi Daredevils,5,548354,Sawai Mansingh Stadium
5,BJ Hodge,Delhi Daredevils,6,598006,Feroz Shah Kotla
15,C Madan,Delhi Daredevils,3,419157,Brabourne Stadium
7,CA Pujara,Delhi Daredevils,4,501232,Feroz Shah Kotla
11,CA Pujara,Delhi Daredevils,5,548315,M Chinnaswamy Stadium
17,CA Pujara,Delhi Daredevils,6,598059,Feroz Shah Kotla
30,CH Gayle,Delhi Daredevils,3,419136,Feroz Shah Kotla
40,CH Gayle,Delhi Daredevils,3,419149,Eden Gardens
26,CH Gayle,Delhi Daredevils,4,501232,Feroz Shah Kotla
128,CH Gayle,Delhi Daredevils,5,548377,Feroz Shah Kotla
15,CH Gayle,Delhi Daredevils,6,598022,M Chinnaswamy Stadium
4,CH Gayle,Delhi Daredevils,6,598059,Feroz Shah Kotla
22,CH Gayle,Delhi Daredevils,7,734010,M Chinnaswamy Stadium
62,CH Gayle,Delhi Daredevils,8,829762,Feroz Shah Kotla
1,CH Gayle,Delhi Daredevils,8,829818,M Chinnaswamy Stadium
0,CH Gayle,Delhi Daredevils,9,980926,M Chinnaswamy Stadium
1,CH Gayle,Delhi Daredevils,9,981016,Shaheed Veer Narayan Singh International Stadium
13,CH Morris,Delhi Daredevils,8,829720,Feroz Shah Kotla
13,CJ Anderson,Delhi Daredevils,7,729314,Sharjah Cricket Stadium
8,CJ McKay,Delhi Daredevils,5,548330,Wankhede Stadium
8,CK Kapugedera,Delhi Daredevils,1,336014,Feroz Shah Kotla
0,CK Langeveldt,Delhi Daredevils,3,419136,Feroz Shah Kotla
1,CL White,Delhi Daredevils,1,336031,M Chinnaswamy Stadium
4,CL White,Delhi Daredevils,3,419145,Feroz Shah Kotla
31,CL White,Delhi Daredevils,4,501221,Feroz Shah Kotla
65,CL White,Delhi Daredevils,5,548334,"Rajiv Gandhi International Stadium, Uppal"
4,CL White,Delhi Daredevils,6,598015,Feroz Shah Kotla
22,CM Gautam,Delhi Daredevils,7,729314,Sharjah Cricket Stadium
26,D Salunkhe,Delhi Daredevils,1,335989,Feroz Shah Kotla
5,D Wiese,Delhi Daredevils,9,980926,M Chinnaswamy Stadium
4,DA Miller,Delhi Daredevils,5,548374,Feroz Shah Kotla
44,DA Miller,Delhi Daredevils,6,598033,Himachal Pradesh Cricket Association Stadium
34,DA Miller,Delhi Daredevils,6,598064,Feroz Shah Kotla
2,DA Miller,Delhi Daredevils,7,734024,Feroz Shah Kotla
47,DA Miller,Delhi Daredevils,7,734044,"Punjab Cricket Association Stadium, Mohali"
5,DA Miller,Delhi Daredevils,8,829730,Maharashtra Cricket Association Stadium
42,DA Miller,Delhi Daredevils,8,829772,Feroz Shah Kotla
9,DA Miller,Delhi Daredevils,9,980918,Feroz Shah Kotla
11,DA Miller,Delhi Daredevils,9,980976,"Punjab Cricket Association IS Bindra Stadium, Mohali"
58,DA Warner,Delhi Daredevils,7,729306,Dubai International Cricket Stadium
12,DA Warner,Delhi Daredevils,7,733998,Feroz Shah Kotla
28,DA Warner,Delhi Daredevils,8,829736,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
17,DA Warner,Delhi Daredevils,8,829798,Shaheed Veer Narayan Singh International Stadium
46,DA Warner,Delhi Daredevils,9,980988,"Rajiv Gandhi International Stadium, Uppal"
73,DA Warner,Delhi Daredevils,9,981008,Shaheed Veer Narayan Singh International Stadium
18,DB Das,Delhi Daredevils,5,548312,Eden Gardens
1,DB Das,Delhi Daredevils,5,548362,Feroz Shah Kotla
18,DB Das,Delhi Daredevils,6,598045,Shaheed Veer Narayan Singh International Stadium
9,DB Ravi Teja,Delhi Daredevils,1,336025,Feroz Shah Kotla
27,DB Ravi Teja,Delhi Daredevils,2,392228,Kingsmead
2,DB Ravi Teja,Delhi Daredevils,4,501248,"Rajiv Gandhi International Stadium, Uppal"
16,DE Bollinger,Delhi Daredevils,3,419160,"MA Chidambaram Stadium, Chepauk"
2,DJ Bravo,Delhi Daredevils,1,336009,Dr DY Patil Sports Academy
35,DJ Bravo,Delhi Daredevils,2,392220,Buffalo Park
9,DJ Bravo,Delhi Daredevils,3,419119,Feroz Shah Kotla
22,DJ Bravo,Delhi Daredevils,5,548321,Feroz Shah Kotla
33,DJ Bravo,Delhi Daredevils,5,548385,"MA Chidambaram Stadium, Chepauk"
3,DJ Bravo,Delhi Daredevils,6,598025,Feroz Shah Kotla
12,DJ Bravo,Delhi Daredevils,6,598067,"MA Chidambaram Stadium, Chepauk"
1,DJ Bravo,Delhi Daredevils,8,829712,"MA Chidambaram Stadium, Chepauk"
8,DJ Bravo,Delhi Daredevils,8,829806,Shaheed Veer Narayan Singh International Stadium
7,DJ Bravo,Delhi Daredevils,9,980950,Feroz Shah Kotla
19,DJ Harris,Delhi Daredevils,5,548334,"Rajiv Gandhi International Stadium, Uppal"
54,DJ Hooda,Delhi Daredevils,8,829720,Feroz Shah Kotla
10,DJ Hooda,Delhi Daredevils,9,980988,"Rajiv Gandhi International Stadium, Uppal"
1,DJ Hooda,Delhi Daredevils,9,981008,Shaheed Veer Narayan Singh International Stadium
31,DJ Hussey,Delhi Daredevils,1,336022,Eden Gardens
29,DJ Hussey,Delhi Daredevils,3,419136,Feroz Shah Kotla
20,DJ Hussey,Delhi Daredevils,4,501228,Feroz Shah Kotla
3,DJ Hussey,Delhi Daredevils,4,501262,Himachal Pradesh Cricket Association Stadium
40,DJ Hussey,Delhi Daredevils,5,548374,Feroz Shah Kotla
3,DJ Hussey,Delhi Daredevils,5,548379,Himachal Pradesh Cricket Association Stadium
20,DJ Hussey,Delhi Daredevils,6,598064,Feroz Shah Kotla
1,DJ Jacobs,Delhi Daredevils,4,501206,Feroz Shah Kotla
0,DJ Jacobs,Delhi Daredevils,5,548330,Wankhede Stadium
30,DJ Thornely,Delhi Daredevils,1,336009,Dr DY Patil Sports Academy
18,DJG Sammy,Delhi Daredevils,6,598049,"Rajiv Gandhi International Stadium, Uppal"
18,DL Vettori,Delhi Daredevils,4,501232,Feroz Shah Kotla
3,DL Vettori,Delhi Daredevils,5,548315,M Chinnaswamy Stadium
1,DP Nannes,Delhi Daredevils,3,419119,Feroz Shah Kotla
1,DP Vijaykumar,Delhi Daredevils,1,336025,Feroz Shah Kotla
15,DPMD Jayawardene,Delhi Daredevils,1,336000,"Punjab Cricket Association Stadium, Mohali"
36,DPMD Jayawardene,Delhi Daredevils,1,336027,Feroz Shah Kotla
