runs,player,team,season,match,stadium
8,W Jaffer,Rajasthan Royals,2,392218,SuperSport Park
1,WA Mota,Rajasthan Royals,1,335992,Sawai Mansingh Stadium
1,WA Mota,Rajasthan Royals,2,392200,Newlands
2,WD Parnell,Rajasthan Royals,5,548363,Subrata Roy Sahara Stadium
1,WP Saha,Rajasthan Royals,1,336005,Sawai Mansingh Stadium
11,WP Saha,Rajasthan Royals,1,336032,Eden Gardens
1,WP Saha,Rajasthan Royals,3,419123,"Sardar Patel Stadium, Motera"
2,WP Saha,Rajasthan Royals,7,729296,Sharjah Cricket Stadium
27,WP Saha,Rajasthan Royals,7,734038,"Punjab Cricket Association Stadium, Mohali"
7,WP Saha,Rajasthan Royals,8,829714,Maharashtra Cricket Association Stadium
19,WP Saha,Rajasthan Royals,8,829746,"Sardar Patel Stadium, Motera"
20,WPUJC Vaas,Rajasthan Royals,2,392225,De Beers Diamond Oval
8,WPUJC Vaas,Rajasthan Royals,3,419131,"Sardar Patel Stadium, Motera"
27,Y Nagar,Rajasthan Royals,5,548350,Feroz Shah Kotla
9,Y Nagar,Rajasthan Royals,5,548354,Sawai Mansingh Stadium
23,Y Venugopal Rao,Rajasthan Royals,1,336016,Sawai Mansingh Stadium
12,Y Venugopal Rao,Rajasthan Royals,2,392225,De Beers Diamond Oval
2,Y Venugopal Rao,Rajasthan Royals,3,419131,"Sardar Patel Stadium, Motera"
60,Y Venugopal Rao,Rajasthan Royals,4,501209,Sawai Mansingh Stadium
16,Y Venugopal Rao,Rajasthan Royals,7,729290,Sheikh Zayed Stadium
20,Yashpal Singh,Rajasthan Royals,2,392195,Newlands
6,Yashpal Singh,Rajasthan Royals,2,392238,Kingsmead
15,YK Pathan,Rajasthan Royals,2,392207,SuperSport Park
15,YK Pathan,Rajasthan Royals,5,548317,Sawai Mansingh Stadium
7,YK Pathan,Rajasthan Royals,5,548325,Eden Gardens
0,YK Pathan,Rajasthan Royals,6,598010,Sawai Mansingh Stadium
49,YK Pathan,Rajasthan Royals,6,598048,Eden Gardens
0,YK Pathan,Rajasthan Royals,7,733984,"Sardar Patel Stadium, Motera"
44,YK Pathan,Rajasthan Royals,8,829816,Brabourne Stadium
57,Yuvraj Singh,Rajasthan Royals,1,335992,Sawai Mansingh Stadium
49,Yuvraj Singh,Rajasthan Royals,1,336024,"Punjab Cricket Association Stadium, Mohali"
2,Yuvraj Singh,Rajasthan Royals,2,392200,Newlands
48,Yuvraj Singh,Rajasthan Royals,2,392215,Kingsmead
15,Yuvraj Singh,Rajasthan Royals,3,419129,"Punjab Cricket Association Stadium, Mohali"
28,Yuvraj Singh,Rajasthan Royals,3,419148,Sawai Mansingh Stadium
7,Yuvraj Singh,Rajasthan Royals,4,501240,Sawai Mansingh Stadium
28,Yuvraj Singh,Rajasthan Royals,6,598014,Subrata Roy Sahara Stadium
15,Yuvraj Singh,Rajasthan Royals,6,598052,Sawai Mansingh Stadium
3,Yuvraj Singh,Rajasthan Royals,7,729310,Sheikh Zayed Stadium
83,Yuvraj Singh,Rajasthan Royals,7,734004,M Chinnaswamy Stadium
27,Yuvraj Singh,Rajasthan Royals,8,829720,Feroz Shah Kotla
22,Yuvraj Singh,Rajasthan Royals,8,829782,Brabourne Stadium
27,YV Takawale,Rajasthan Royals,1,336013,Dr DY Patil Sports Academy
24,YV Takawale,Rajasthan Royals,1,336041,Sawai Mansingh Stadium
18,YV Takawale,Rajasthan Royals,2,392230,Kingsmead
0,YV Takawale,Rajasthan Royals,7,729310,Sheikh Zayed Stadium
17,Z Khan,Rajasthan Royals,1,335997,M Chinnaswamy Stadium
1,Z Khan,Rajasthan Royals,1,336028,Sawai Mansingh Stadium
0,Z Khan,Rajasthan Royals,5,548329,M Chinnaswamy Stadium
83,AB de Villiers,Rising Pune Supergiants,9,980936,Maharashtra Cricket Association Stadium
1,AB de Villiers,Rising Pune Supergiants,9,980974,M Chinnaswamy Stadium
17,AD Russell,Rising Pune Supergiants,9,980944,Maharashtra Cricket Association Stadium
50,AJ Finch,Rising Pune Supergiants,9,980916,Saurashtra Cricket Association Stadium
8,AP Tare,Rising Pune Supergiants,9,980948,"Rajiv Gandhi International Stadium, Uppal"
1,AR Patel,Rising Pune Supergiants,9,981010,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
22,AT Rayudu,Rising Pune Supergiants,9,980906,Wankhede Stadium
22,AT Rayudu,Rising Pune Supergiants,9,980962,Maharashtra Cricket Association Stadium
21,B Kumar,Rising Pune Supergiants,9,980948,"Rajiv Gandhi International Stadium, Uppal"
1,B Kumar,Rising Pune Supergiants,9,980984,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
49,BB McCullum,Rising Pune Supergiants,9,980916,Saurashtra Cricket Association Stadium
43,BB McCullum,Rising Pune Supergiants,9,980954,Maharashtra Cricket Association Stadium
1,BB Sran,Rising Pune Supergiants,9,980984,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
5,Bipul Sharma,Rising Pune Supergiants,9,980948,"Rajiv Gandhi International Stadium, Uppal"
38,CH Morris,Rising Pune Supergiants,9,981002,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
20,CR Brathwaite,Rising Pune Supergiants,9,980970,Feroz Shah Kotla
7,DA Miller,Rising Pune Supergiants,9,980924,"Punjab Cricket Association IS Bindra Stadium, Mohali"
7,DA Miller,Rising Pune Supergiants,9,981010,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
0,DA Warner,Rising Pune Supergiants,9,980948,"Rajiv Gandhi International Stadium, Uppal"
11,DA Warner,Rising Pune Supergiants,9,980984,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
22,DJ Bravo,Rising Pune Supergiants,9,980916,Saurashtra Cricket Association Stadium
7,DJ Bravo,Rising Pune Supergiants,9,980954,Maharashtra Cricket Association Stadium
1,DJ Hooda,Rising Pune Supergiants,9,980948,"Rajiv Gandhi International Stadium, Uppal"
14,DJ Hooda,Rising Pune Supergiants,9,980984,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
63,DR Smith,Rising Pune Supergiants,9,980954,Maharashtra Cricket Association Stadium
0,EJG Morgan,Rising Pune Supergiants,9,980948,"Rajiv Gandhi International Stadium, Uppal"
5,F Behardien,Rising Pune Supergiants,9,981010,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
11,G Gambhir,Rising Pune Supergiants,9,980944,Maharashtra Cricket Association Stadium
0,G Gambhir,Rising Pune Supergiants,9,980994,Eden Gardens
32,GJ Maxwell,Rising Pune Supergiants,9,980924,"Punjab Cricket Association IS Bindra Stadium, Mohali"
51,Gurkeerat Singh,Rising Pune Supergiants,9,981010,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
45,Harbhajan Singh,Rising Pune Supergiants,9,980906,Wankhede Stadium
9,HH Pandya,Rising Pune Supergiants,9,980906,Wankhede Stadium
30,HM Amla,Rising Pune Supergiants,9,981010,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
0,Ishan Kishan,Rising Pune Supergiants,9,980954,Maharashtra Cricket Association Stadium
1,J Yadav,Rising Pune Supergiants,9,980970,Feroz Shah Kotla
0,JC Buttler,Rising Pune Supergiants,9,980906,Wankhede Stadium
27,JC Buttler,Rising Pune Supergiants,9,980962,Maharashtra Cricket Association Stadium
34,JP Duminy,Rising Pune Supergiants,9,980970,Feroz Shah Kotla
14,JP Duminy,Rising Pune Supergiants,9,981002,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
9,JP Faulkner,Rising Pune Supergiants,9,980954,Maharashtra Cricket Association Stadium
1,KA Pollard,Rising Pune Supergiants,9,980906,Wankhede Stadium
33,KD Karthik,Rising Pune Supergiants,9,980954,Maharashtra Cricket Association Stadium
1,KJ Abbott,Rising Pune Supergiants,9,981010,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
32,KK Nair,Rising Pune Supergiants,9,980970,Feroz Shah Kotla
41,KK Nair,Rising Pune Supergiants,9,981002,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
7,KL Rahul,Rising Pune Supergiants,9,980936,Maharashtra Cricket Association Stadium
38,KL Rahul,Rising Pune Supergiants,9,980974,M Chinnaswamy Stadium
32,KS Williamson,Rising Pune Supergiants,9,980984,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
8,LMP Simmons,Rising Pune Supergiants,9,980906,Wankhede Stadium
53,M Vijay,Rising Pune Supergiants,9,980924,"Punjab Cricket Association IS Bindra Stadium, Mohali"
59,M Vijay,Rising Pune Supergiants,9,981010,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
51,M Vohra,Rising Pune Supergiants,9,980924,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1,MC Henriques,Rising Pune Supergiants,9,980948,"Rajiv Gandhi International Stadium, Uppal"
10,MC Henriques,Rising Pune Supergiants,9,980984,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2,MJ McClenaghan,Rising Pune Supergiants,9,980906,Wankhede Stadium
15,MK Pandey,Rising Pune Supergiants,9,980994,Eden Gardens
2,Mohammed Shami,Rising Pune Supergiants,9,980970,Feroz Shah Kotla
2,NM Coulter-Nile,Rising Pune Supergiants,9,981002,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
18,NV Ojha,Rising Pune Supergiants,9,980948,"Rajiv Gandhi International Stadium, Uppal"
7,NV Ojha,Rising Pune Supergiants,9,980984,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
19,P Negi,Rising Pune Supergiants,9,980970,Feroz Shah Kotla
21,PA Patel,Rising Pune Supergiants,9,980962,Maharashtra Cricket Association Stadium
8,PP Chawla,Rising Pune Supergiants,9,980944,Maharashtra Cricket Association Stadium
2,Q de Kock,Rising Pune Supergiants,9,981002,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
11,R Dhawan,Rising Pune Supergiants,9,981010,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
10,R Sathish,Rising Pune Supergiants,9,980944,Maharashtra Cricket Association Stadium
12,R Vinay Kumar,Rising Pune Supergiants,9,980906,Wankhede Stadium
4,RA Jadeja,Rising Pune Supergiants,9,980916,Saurashtra Cricket Association Stadium
0,RA Jadeja,Rising Pune Supergiants,9,980954,Maharashtra Cricket Association Stadium
7,RG Sharma,Rising Pune Supergiants,9,980906,Wankhede Stadium
85,RG Sharma,Rising Pune Supergiants,9,980962,Maharashtra Cricket Association Stadium
2,RR Pant,Rising Pune Supergiants,9,980970,Feroz Shah Kotla
4,RR Pant,Rising Pune Supergiants,9,981002,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
0,RV Uthappa,Rising Pune Supergiants,9,980944,Maharashtra Cricket Association Stadium
4,RV Uthappa,Rising Pune Supergiants,9,980994,Eden Gardens
56,S Dhawan,Rising Pune Supergiants,9,980948,"Rajiv Gandhi International Stadium, Uppal"
33,S Dhawan,Rising Pune Supergiants,9,980984,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2,S Gopal,Rising Pune Supergiants,9,980906,Wankhede Stadium
60,SA Yadav,Rising Pune Supergiants,9,980944,Maharashtra Cricket Association Stadium
4,SE Marsh,Rising Pune Supergiants,9,980924,"Punjab Cricket Association IS Bindra Stadium, Mohali"
3,Shakib Al Hasan,Rising Pune Supergiants,9,980944,Maharashtra Cricket Association Stadium
24,SK Raina,Rising Pune Supergiants,9,980916,Saurashtra Cricket Association Stadium
34,SK Raina,Rising Pune Supergiants,9,980954,Maharashtra Cricket Association Stadium
2,SN Khan,Rising Pune Supergiants,9,980936,Maharashtra Cricket Association Stadium
1,SR Watson,Rising Pune Supergiants,9,980936,Maharashtra Cricket Association Stadium
36,SR Watson,Rising Pune Supergiants,9,980974,M Chinnaswamy Stadium
8,SS Iyer,Rising Pune Supergiants,9,981002,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
20,SV Samson,Rising Pune Supergiants,9,980970,Feroz Shah Kotla
10,SV Samson,Rising Pune Supergiants,9,981002,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
24,SW Billings,Rising Pune Supergiants,9,980970,Feroz Shah Kotla
6,TM Head,Rising Pune Supergiants,9,980974,M Chinnaswamy Stadium
7,UT Yadav,Rising Pune Supergiants,9,980944,Maharashtra Cricket Association Stadium
80,V Kohli,Rising Pune Supergiants,9,980936,Maharashtra Cricket Association Stadium
108,V Kohli,Rising Pune Supergiants,9,980974,M Chinnaswamy Stadium
4,WP Saha,Rising Pune Supergiants,9,980924,"Punjab Cricket Association IS Bindra Stadium, Mohali"
3,WP Saha,Rising Pune Supergiants,9,981010,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
36,YK Pathan,Rising Pune Supergiants,9,980944,Maharashtra Cricket Association Stadium
37,YK Pathan,Rising Pune Supergiants,9,980994,Eden Gardens
23,Yuvraj Singh,Rising Pune Supergiants,9,980984,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
4,A Ashish Reddy,Royal Challengers Bangalore,5,548381,"Rajiv Gandhi International Stadium, Uppal"
14,A Ashish Reddy,Royal Challengers Bangalore,6,598009,"Rajiv Gandhi International Stadium, Uppal"
3,A Ashish Reddy,Royal Challengers Bangalore,6,598053,M Chinnaswamy Stadium
32,A Ashish Reddy,Royal Challengers Bangalore,9,980912,M Chinnaswamy Stadium
2,A Ashish Reddy,Royal Challengers Bangalore,9,980958,"Rajiv Gandhi International Stadium, Uppal"
4,A Chandila,Royal Challengers Bangalore,6,598028,M Chinnaswamy Stadium
2,A Chopra,Royal Challengers Bangalore,1,336015,Eden Gardens
22,A Flintoff,Royal Challengers Bangalore,2,392190,St George's Park
2,A Mishra,Royal Challengers Bangalore,8,829762,Feroz Shah Kotla
0,A Nehra,Royal Challengers Bangalore,8,829750,M Chinnaswamy Stadium
0,A Nehra,Royal Challengers Bangalore,8,829784,"MA Chidambaram Stadium, Chepauk"
18,A Symonds,Royal Challengers Bangalore,2,392241,SuperSport Park
33,A Symonds,Royal Challengers Bangalore,2,392244,New Wanderers Stadium
53,A Symonds,Royal Challengers Bangalore,3,419150,M Chinnaswamy Stadium
19,A Symonds,Royal Challengers Bangalore,3,419156,"Vidarbha Cricket Association Stadium, Jamtha"
2,A Symonds,Royal Challengers Bangalore,3,419169,Dr DY Patil Sports Academy
16,AA Bilakhia,Royal Challengers Bangalore,2,392241,SuperSport Park
6,AA Bilakhia,Royal Challengers Bangalore,2,392244,New Wanderers Stadium
5,AA Jhunjhunwala,Royal Challengers Bangalore,3,419120,M Chinnaswamy Stadium
13,AA Jhunjhunwala,Royal Challengers Bangalore,3,419159,Sawai Mansingh Stadium
6,AB Agarkar,Royal Challengers Bangalore,2,392204,Kingsmead
6,AB Agarkar,Royal Challengers Bangalore,3,419153,M Chinnaswamy Stadium
21,AB de Villiers,Royal Challengers Bangalore,1,336031,M Chinnaswamy Stadium
21,AB de Villiers,Royal Challengers Bangalore,2,392199,St George's Park
28,AB de Villiers,Royal Challengers Bangalore,2,392237,New Wanderers Stadium
45,AB de Villiers,Royal Challengers Bangalore,3,419133,M Chinnaswamy Stadium
0,AB Dinda,Royal Challengers Bangalore,3,419153,M Chinnaswamy Stadium
1,AB Dinda,Royal Challengers Bangalore,6,598032,M Chinnaswamy Stadium
6,AB Dinda,Royal Challengers Bangalore,6,598047,Subrata Roy Sahara Stadium
3,AB McDonald,Royal Challengers Bangalore,2,392237,New Wanderers Stadium
18,AB McDonald,Royal Challengers Bangalore,3,419133,M Chinnaswamy Stadium
10,AC Blizzard,Royal Challengers Bangalore,4,501275,"MA Chidambaram Stadium, Chepauk"
46,AC Gilchrist,Royal Challengers Bangalore,1,336007,"Rajiv Gandhi International Stadium, Uppal"
10,AC Gilchrist,Royal Challengers Bangalore,1,336039,M Chinnaswamy Stadium
71,AC Gilchrist,Royal Challengers Bangalore,2,392193,Newlands
15,AC Gilchrist,Royal Challengers Bangalore,2,392241,SuperSport Park
0,AC Gilchrist,Royal Challengers Bangalore,2,392244,New Wanderers Stadium
32,AC Gilchrist,Royal Challengers Bangalore,3,419150,M Chinnaswamy Stadium
0,AC Gilchrist,Royal Challengers Bangalore,3,419156,"Vidarbha Cricket Association Stadium, Jamtha"
4,AC Gilchrist,Royal Challengers Bangalore,3,419169,Dr DY Patil Sports Academy
0,AC Gilchrist,Royal Challengers Bangalore,4,501249,M Chinnaswamy Stadium
106,AC Gilchrist,Royal Challengers Bangalore,4,501265,Himachal Pradesh Cricket Association Stadium
85,AC Gilchrist,Royal Challengers Bangalore,6,598050,M Chinnaswamy Stadium
7,AC Thomas,Royal Challengers Bangalore,5,548367,Subrata Roy Sahara Stadium
28,AC Voges,Royal Challengers Bangalore,3,419159,Sawai Mansingh Stadium
0,AD Mascarenhas,Royal Challengers Bangalore,2,392187,Newlands
16,AD Mathews,Royal Challengers Bangalore,2,392226,SuperSport Park
1,AD Mathews,Royal Challengers Bangalore,3,419153,M Chinnaswamy Stadium
10,AD Mathews,Royal Challengers Bangalore,5,548332,M Chinnaswamy Stadium
4,AD Mathews,Royal Challengers Bangalore,5,548367,Subrata Roy Sahara Stadium
32,AD Mathews,Royal Challengers Bangalore,6,598047,Subrata Roy Sahara Stadium
0,AD Mathews,Royal Challengers Bangalore,8,829762,Feroz Shah Kotla
1,AD Mathews,Royal Challengers Bangalore,8,829818,M Chinnaswamy Stadium
3,AD Nath,Royal Challengers Bangalore,9,980992,M Chinnaswamy Stadium
31,AD Russell,Royal Challengers Bangalore,5,548377,Feroz Shah Kotla
41,AD Russell,Royal Challengers Bangalore,8,829718,Eden Gardens
45,AD Russell,Royal Challengers Bangalore,8,829776,M Chinnaswamy Stadium
39,AD Russell,Royal Challengers Bangalore,9,980964,M Chinnaswamy Stadium
39,AD Russell,Royal Challengers Bangalore,9,981000,Eden Gardens
5,AG Murtaza,Royal Challengers Bangalore,6,598032,M Chinnaswamy Stadium
0,AG Paunikar,Royal Challengers Bangalore,3,419159,Sawai Mansingh Stadium
25,AJ Finch,Royal Challengers Bangalore,5,548315,M Chinnaswamy Stadium
18,AJ Finch,Royal Challengers Bangalore,6,598032,M Chinnaswamy Stadium
15,AJ Finch,Royal Challengers Bangalore,6,598047,Subrata Roy Sahara Stadium
13,AJ Finch,Royal Challengers Bangalore,7,733982,M Chinnaswamy Stadium
11,AJ Finch,Royal Challengers Bangalore,7,734026,"Rajiv Gandhi International Stadium, Uppal"
37,AJ Finch,Royal Challengers Bangalore,9,980992,M Chinnaswamy Stadium
4,AJ Finch,Royal Challengers Bangalore,9,981018,M Chinnaswamy Stadium
8,AL Menaria,Royal Challengers Bangalore,4,501257,Sawai Mansingh Stadium
20,AM Nayar,Royal Challengers Bangalore,1,335990,Wankhede Stadium
29,AM Nayar,Royal Challengers Bangalore,2,392213,New Wanderers Stadium
9,AM Nayar,Royal Challengers Bangalore,3,419162,M Chinnaswamy Stadium
22,AM Nayar,Royal Challengers Bangalore,3,419167,Dr DY Patil Sports Academy
1,AM Nayar,Royal Challengers Bangalore,4,501249,M Chinnaswamy Stadium
2,AM Nayar,Royal Challengers Bangalore,5,548355,M Chinnaswamy Stadium
1,AM Nayar,Royal Challengers Bangalore,6,598047,Subrata Roy Sahara Stadium
11,AM Nayar,Royal Challengers Bangalore,7,729310,Sheikh Zayed Stadium
0,AM Rahane,Royal Challengers Bangalore,2,392213,New Wanderers Stadium
62,AM Rahane,Royal Challengers Bangalore,2,392223,St George's Park
17,AM Rahane,Royal Challengers Bangalore,4,501257,Sawai Mansingh Stadium
103,AM Rahane,Royal Challengers Bangalore,5,548329,M Chinnaswamy Stadium
13,AM Rahane,Royal Challengers Bangalore,5,548341,Sawai Mansingh Stadium
14,AM Rahane,Royal Challengers Bangalore,6,598028,M Chinnaswamy Stadium
2,AM Rahane,Royal Challengers Bangalore,6,598041,Sawai Mansingh Stadium
23,AM Rahane,Royal Challengers Bangalore,7,729310,Sheikh Zayed Stadium
24,AM Rahane,Royal Challengers Bangalore,7,734004,M Chinnaswamy Stadium
18,AM Rahane,Royal Challengers Bangalore,8,829754,"Sardar Patel Stadium, Motera"
42,AM Rahane,Royal Challengers Bangalore,8,829824,Maharashtra Cricket Association Stadium
60,AM Rahane,Royal Challengers Bangalore,9,980936,Maharashtra Cricket Association Stadium
74,AM Rahane,Royal Challengers Bangalore,9,980974,M Chinnaswamy Stadium
18,AN Ahmed,Royal Challengers Bangalore,4,501275,"MA Chidambaram Stadium, Chepauk"
7,AN Ghosh,Royal Challengers Bangalore,2,392226,SuperSport Park
40,Anirudh Singh,Royal Challengers Bangalore,3,419169,Dr DY Patil Sports Academy
7,Ankit Sharma,Royal Challengers Bangalore,8,829824,Maharashtra Cricket Association Stadium
3,Ankit Sharma,Royal Challengers Bangalore,9,980936,Maharashtra Cricket Association Stadium
0,Anureet Singh,Royal Challengers Bangalore,8,829790,M Chinnaswamy Stadium
31,AP Majumdar,Royal Challengers Bangalore,5,548367,Subrata Roy Sahara Stadium
9,AP Tare,Royal Challengers Bangalore,3,419124,Brabourne Stadium
17,AP Tare,Royal Challengers Bangalore,7,729292,Dubai International Cricket Stadium
2,AR Patel,Royal Challengers Bangalore,7,733996,M Chinnaswamy Stadium
40,AR Patel,Royal Challengers Bangalore,8,829790,M Chinnaswamy Stadium
20,AR Patel,Royal Challengers Bangalore,8,829808,"Punjab Cricket Association Stadium, Mohali"
13,AR Patel,Royal Challengers Bangalore,9,981004,M Chinnaswamy Stadium
32,AS Raut,Royal Challengers Bangalore,3,419159,Sawai Mansingh Stadium
5,AS Raut,Royal Challengers Bangalore,4,501257,Sawai Mansingh Stadium
3,AT Rayudu,Royal Challengers Bangalore,3,419124,Brabourne Stadium
46,AT Rayudu,Royal Challengers Bangalore,3,419162,M Chinnaswamy Stadium
40,AT Rayudu,Royal Challengers Bangalore,3,419167,Dr DY Patil Sports Academy
63,AT Rayudu,Royal Challengers Bangalore,4,501210,M Chinnaswamy Stadium
0,AT Rayudu,Royal Challengers Bangalore,4,501275,"MA Chidambaram Stadium, Chepauk"
22,AT Rayudu,Royal Challengers Bangalore,5,548365,Wankhede Stadium
81,AT Rayudu,Royal Challengers Bangalore,5,548372,M Chinnaswamy Stadium
18,AT Rayudu,Royal Challengers Bangalore,6,598004,M Chinnaswamy Stadium
35,AT Rayudu,Royal Challengers Bangalore,7,729292,Dubai International Cricket Stadium
9,AT Rayudu,Royal Challengers Bangalore,7,733988,Wankhede Stadium
0,AT Rayudu,Royal Challengers Bangalore,8,829742,M Chinnaswamy Stadium
14,AT Rayudu,Royal Challengers Bangalore,8,829800,Wankhede Stadium
31,AT Rayudu,Royal Challengers Bangalore,9,980932,Wankhede Stadium
44,AT Rayudu,Royal Challengers Bangalore,9,980986,M Chinnaswamy Stadium
33,Azhar Mahmood,Royal Challengers Bangalore,5,548336,"Punjab Cricket Association Stadium, Mohali"
2,Azhar Mahmood,Royal Challengers Bangalore,5,548355,M Chinnaswamy Stadium
61,Azhar Mahmood,Royal Challengers Bangalore,6,598050,M Chinnaswamy Stadium
61,B Chipli,Royal Challengers Bangalore,4,501213,"Rajiv Gandhi International Stadium, Uppal"
2,B Kumar,Royal Challengers Bangalore,5,548367,Subrata Roy Sahara Stadium
6,B Kumar,Royal Challengers Bangalore,6,598032,M Chinnaswamy Stadium
2,B Kumar,Royal Challengers Bangalore,6,598047,Subrata Roy Sahara Stadium
1,B Kumar,Royal Challengers Bangalore,9,981024,M Chinnaswamy Stadium
1,B Lee,Royal Challengers Bangalore,3,419141,"Punjab Cricket Association Stadium, Mohali"
8,B Lee,Royal Challengers Bangalore,5,548320,M Chinnaswamy Stadium
6,B Sumanth,Royal Challengers Bangalore,3,419156,"Vidarbha Cricket Association Stadium, Jamtha"
1,BAW Mendis,Royal Challengers Bangalore,3,419153,M Chinnaswamy Stadium
2,BAW Mendis,Royal Challengers Bangalore,6,598047,Subrata Roy Sahara Stadium
158,BB McCullum,Royal Challengers Bangalore,1,335987,M Chinnaswamy Stadium
0,BB McCullum,Royal Challengers Bangalore,2,392204,Kingsmead
84,BB McCullum,Royal Challengers Bangalore,2,392226,SuperSport Park
45,BB McCullum,Royal Challengers Bangalore,3,419153,M Chinnaswamy Stadium
45,BB McCullum,Royal Challengers Bangalore,4,501205,Nehru Stadium
22,BB McCullum,Royal Challengers Bangalore,4,501252,M Chinnaswamy Stadium
43,BB McCullum,Royal Challengers Bangalore,5,548349,Eden Gardens
19,BB McCullum,Royal Challengers Bangalore,7,734018,JSCA International Stadium Complex
4,BB McCullum,Royal Challengers Bangalore,8,829750,M Chinnaswamy Stadium
20,BB McCullum,Royal Challengers Bangalore,8,829784,"MA Chidambaram Stadium, Chepauk"
42,BB McCullum,Royal Challengers Bangalore,9,980942,Saurashtra Cricket Association Stadium
11,BB McCullum,Royal Challengers Bangalore,9,980992,M Chinnaswamy Stadium
1,BB McCullum,Royal Challengers Bangalore,9,981018,M Chinnaswamy Stadium
2,BB Samantray,Royal Challengers Bangalore,6,598053,M Chinnaswamy Stadium
39,BCJ Cutting,Royal Challengers Bangalore,9,981024,M Chinnaswamy Stadium
5,Bipul Sharma,Royal Challengers Bangalore,9,981024,M Chinnaswamy Stadium
18,BJ Haddin,Royal Challengers Bangalore,4,501227,Eden Gardens
10,BJ Hodge,Royal Challengers Bangalore,1,336015,Eden Gardens
17,BJ Hodge,Royal Challengers Bangalore,2,392204,Kingsmead
50,BJ Hodge,Royal Challengers Bangalore,3,419114,Eden Gardens
27,BJ Hodge,Royal Challengers Bangalore,4,501205,Nehru Stadium
5,BJ Hodge,Royal Challengers Bangalore,4,501252,M Chinnaswamy Stadium
1,BJ Hodge,Royal Challengers Bangalore,5,548329,M Chinnaswamy Stadium
10,BJ Hodge,Royal Challengers Bangalore,5,548341,Sawai Mansingh Stadium
13,BJ Hodge,Royal Challengers Bangalore,6,598028,M Chinnaswamy Stadium
32,BJ Hodge,Royal Challengers Bangalore,6,598041,Sawai Mansingh Stadium
14,BJ Rohrer,Royal Challengers Bangalore,6,598022,M Chinnaswamy Stadium
32,BJ Rohrer,Royal Challengers Bangalore,6,598059,Feroz Shah Kotla
15,BR Dunk,Royal Challengers Bangalore,7,733988,Wankhede Stadium
45,CA Lynn,Royal Challengers Bangalore,7,729304,Sharjah Cricket Stadium
15,CA Lynn,Royal Challengers Bangalore,9,980964,M Chinnaswamy Stadium
5,CA Pujara,Royal Challengers Bangalore,3,419114,Eden Gardens
16,CA Pujara,Royal Challengers Bangalore,3,419153,M Chinnaswamy Stadium
10,CA Pujara,Royal Challengers Bangalore,7,729318,Dubai International Cricket Stadium
40,CH Gayle,Royal Challengers Bangalore,2,392204,Kingsmead
34,CH Gayle,Royal Challengers Bangalore,3,419153,M Chinnaswamy Stadium
7,CH Morris,Royal Challengers Bangalore,6,598017,"MA Chidambaram Stadium, Chepauk"
3,CH Morris,Royal Challengers Bangalore,8,829754,"Sardar Patel Stadium, Motera"
0,CH Morris,Royal Challengers Bangalore,8,829824,Maharashtra Cricket Association Stadium
27,CH Morris,Royal Challengers Bangalore,9,981016,Shaheed Veer Narayan Singh International Stadium
18,CJ Anderson,Royal Challengers Bangalore,7,729292,Dubai International Cricket Stadium
6,CJ Anderson,Royal Challengers Bangalore,7,733988,Wankhede Stadium
45,CL White,Royal Challengers Bangalore,5,548361,M Chinnaswamy Stadium
1,CL White,Royal Challengers Bangalore,5,548381,"Rajiv Gandhi International Stadium, Uppal"
