runs,player,team,season,match
3,M Vijay,Royal Challengers Bangalore,3,419128
78,M Vijay,Royal Challengers Bangalore,3,419138
31,M Vijay,Royal Challengers Bangalore,4,501216
6,M Vijay,Royal Challengers Bangalore,4,501271
5,M Vijay,Royal Challengers Bangalore,4,501273
95,M Vijay,Royal Challengers Bangalore,4,501276
11,M Vijay,Royal Challengers Bangalore,5,548323
2,M Vijay,Royal Challengers Bangalore,6,598017
32,M Vijay,Royal Challengers Bangalore,6,598073
18,M Vijay,Royal Challengers Bangalore,7,729286
1,M Vijay,Royal Challengers Bangalore,7,734010
2,M Vijay,Royal Challengers Bangalore,8,829790
89,M Vijay,Royal Challengers Bangalore,9,980982
16,M Vijay,Royal Challengers Bangalore,9,981004
2,M Vohra,Royal Challengers Bangalore,8,829790
11,M Vohra,Royal Challengers Bangalore,8,829808
6,MA Agarwal,Royal Challengers Bangalore,7,729286
31,MA Agarwal,Royal Challengers Bangalore,7,734010
27,MA Agarwal,Royal Challengers Bangalore,8,829762
20,Mandeep Singh,Royal Challengers Bangalore,5,548336
43,Mandeep Singh,Royal Challengers Bangalore,5,548355
16,Mandeep Singh,Royal Challengers Bangalore,6,598069
21,Mandeep Singh,Royal Challengers Bangalore,7,733996
57,MC Henriques,Royal Challengers Bangalore,8,829812
19,MC Henriques,Royal Challengers Bangalore,9,980912
31,MC Henriques,Royal Challengers Bangalore,9,980958
4,MC Henriques,Royal Challengers Bangalore,9,981024
17,MC Juneja,Royal Challengers Bangalore,6,598022
9,MD Mishra,Royal Challengers Bangalore,3,419150
41,MD Mishra,Royal Challengers Bangalore,3,419156
0,MD Mishra,Royal Challengers Bangalore,3,419169
4,MD Mishra,Royal Challengers Bangalore,5,548367
47,MEK Hussey,Royal Challengers Bangalore,1,336001
83,MEK Hussey,Royal Challengers Bangalore,4,501216
4,MEK Hussey,Royal Challengers Bangalore,4,501271
0,MEK Hussey,Royal Challengers Bangalore,4,501273
63,MEK Hussey,Royal Challengers Bangalore,4,501276
6,MEK Hussey,Royal Challengers Bangalore,6,598017
6,MEK Hussey,Royal Challengers Bangalore,6,598073
16,MEK Hussey,Royal Challengers Bangalore,7,729292
56,MEK Hussey,Royal Challengers Bangalore,8,829826
13,MF Maharoof,Royal Challengers Bangalore,1,336031
18,MF Maharoof,Royal Challengers Bangalore,2,392237
9,MG Johnson,Royal Challengers Bangalore,6,598038
16,MG Johnson,Royal Challengers Bangalore,7,733996
1,MG Johnson,Royal Challengers Bangalore,8,829790
13,MJ Clarke,Royal Challengers Bangalore,5,548367
10,MJ Lumb,Royal Challengers Bangalore,3,419120
9,MJ Lumb,Royal Challengers Bangalore,3,419159
12,MJ McClenaghan,Royal Challengers Bangalore,8,829800
19,MK Pandey,Royal Challengers Bangalore,4,501237
0,MK Pandey,Royal Challengers Bangalore,5,548367
5,MK Pandey,Royal Challengers Bangalore,7,729304
13,MK Pandey,Royal Challengers Bangalore,7,734032
23,MK Pandey,Royal Challengers Bangalore,8,829718
8,MK Pandey,Royal Challengers Bangalore,9,980964
50,MK Pandey,Royal Challengers Bangalore,9,981000
11,MK Tiwary,Royal Challengers Bangalore,1,336003
50,MK Tiwary,Royal Challengers Bangalore,3,419114
0,MK Tiwary,Royal Challengers Bangalore,3,419153
19,MK Tiwary,Royal Challengers Bangalore,4,501260
2,MK Tiwary,Royal Challengers Bangalore,5,548320
1,MK Tiwary,Royal Challengers Bangalore,5,548349
23,MK Tiwary,Royal Challengers Bangalore,6,598013
24,MK Tiwary,Royal Challengers Bangalore,6,598062
1,MK Tiwary,Royal Challengers Bangalore,7,729286
13,ML Hayden,Royal Challengers Bangalore,1,336001
65,ML Hayden,Royal Challengers Bangalore,2,392190
60,ML Hayden,Royal Challengers Bangalore,2,392229
26,ML Hayden,Royal Challengers Bangalore,2,392243
32,ML Hayden,Royal Challengers Bangalore,3,419128
12,ML Hayden,Royal Challengers Bangalore,3,419138
0,MM Patel,Royal Challengers Bangalore,2,392187
0,MM Patel,Royal Challengers Bangalore,3,419120
2,MM Sharma,Royal Challengers Bangalore,8,829750
14,MM Sharma,Royal Challengers Bangalore,9,981004
34,MN Samuels,Royal Challengers Bangalore,5,548332
43,MN van Wyk,Royal Challengers Bangalore,2,392204
5,Mohammad Hafeez,Royal Challengers Bangalore,1,335987
1,Mohammed Shami,Royal Challengers Bangalore,7,734010
34,MP Stoinis,Royal Challengers Bangalore,9,980982
24,MR Marsh,Royal Challengers Bangalore,6,598032
75,MS Bisla,Royal Challengers Bangalore,3,419117
28,MS Bisla,Royal Challengers Bangalore,3,419141
46,MS Bisla,Royal Challengers Bangalore,5,548320
1,MS Bisla,Royal Challengers Bangalore,6,598013
0,MS Bisla,Royal Challengers Bangalore,6,598062
65,MS Dhoni,Royal Challengers Bangalore,1,336001
4,MS Dhoni,Royal Challengers Bangalore,1,336034
16,MS Dhoni,Royal Challengers Bangalore,2,392190
18,MS Dhoni,Royal Challengers Bangalore,2,392229
28,MS Dhoni,Royal Challengers Bangalore,2,392243
14,MS Dhoni,Royal Challengers Bangalore,3,419138
22,MS Dhoni,Royal Challengers Bangalore,4,501216
70,MS Dhoni,Royal Challengers Bangalore,4,501271
29,MS Dhoni,Royal Challengers Bangalore,4,501273
22,MS Dhoni,Royal Challengers Bangalore,4,501276
40,MS Dhoni,Royal Challengers Bangalore,5,548323
33,MS Dhoni,Royal Challengers Bangalore,6,598017
24,MS Dhoni,Royal Challengers Bangalore,6,598073
7,MS Dhoni,Royal Challengers Bangalore,7,734018
49,MS Dhoni,Royal Challengers Bangalore,7,734040
13,MS Dhoni,Royal Challengers Bangalore,8,829750
29,MS Dhoni,Royal Challengers Bangalore,8,829784
26,MS Dhoni,Royal Challengers Bangalore,8,829826
41,MS Dhoni,Royal Challengers Bangalore,9,980936
9,MS Dhoni,Royal Challengers Bangalore,9,980974
4,MS Gony,Royal Challengers Bangalore,1,336034
8,MS Wade,Royal Challengers Bangalore,4,501232
1,MV Boucher,Royal Challengers Bangalore,4,501260
9,N Rana,Royal Challengers Bangalore,9,980986
14,N Saini,Royal Challengers Bangalore,5,548336
50,N Saini,Royal Challengers Bangalore,5,548355
4,NK Patel,Royal Challengers Bangalore,2,392187
9,NLTC Perera,Royal Challengers Bangalore,6,598009
40,NLTC Perera,Royal Challengers Bangalore,6,598053
34,NLTC Perera,Royal Challengers Bangalore,9,980936
14,NLTC Perera,Royal Challengers Bangalore,9,980974
4,NM Coulter-Nile,Royal Challengers Bangalore,8,829762
52,NV Ojha,Royal Challengers Bangalore,2,392218
16,NV Ojha,Royal Challengers Bangalore,3,419120
7,NV Ojha,Royal Challengers Bangalore,3,419159
16,NV Ojha,Royal Challengers Bangalore,4,501232
33,NV Ojha,Royal Challengers Bangalore,5,548315
13,NV Ojha,Royal Challengers Bangalore,5,548377
15,NV Ojha,Royal Challengers Bangalore,7,733982
24,NV Ojha,Royal Challengers Bangalore,7,734026
0,NV Ojha,Royal Challengers Bangalore,9,980912
1,NV Ojha,Royal Challengers Bangalore,9,980958
7,NV Ojha,Royal Challengers Bangalore,9,981024
2,OA Shah,Royal Challengers Bangalore,3,419114
60,OA Shah,Royal Challengers Bangalore,5,548329
10,OA Shah,Royal Challengers Bangalore,5,548341
1,OA Shah,Royal Challengers Bangalore,6,598041
3,P Dogra,Royal Challengers Bangalore,3,419120
3,P Dogra,Royal Challengers Bangalore,5,548355
15,P Kumar,Royal Challengers Bangalore,4,501249
1,P Kumar,Royal Challengers Bangalore,9,980992
1,P Kumar,Royal Challengers Bangalore,9,981018
6,P Negi,Royal Challengers Bangalore,5,548377
13,P Negi,Royal Challengers Bangalore,8,829784
12,P Negi,Royal Challengers Bangalore,8,829826
6,P Negi,Royal Challengers Bangalore,9,981016
1,P Parameswaran,Royal Challengers Bangalore,4,501252
21,PA Patel,Royal Challengers Bangalore,1,336001
24,PA Patel,Royal Challengers Bangalore,1,336034
30,PA Patel,Royal Challengers Bangalore,2,392190
36,PA Patel,Royal Challengers Bangalore,2,392243
1,PA Patel,Royal Challengers Bangalore,3,419128
1,PA Patel,Royal Challengers Bangalore,4,501205
19,PA Patel,Royal Challengers Bangalore,4,501252
16,PA Patel,Royal Challengers Bangalore,5,548381
2,PA Patel,Royal Challengers Bangalore,6,598009
20,PA Patel,Royal Challengers Bangalore,6,598053
12,PA Patel,Royal Challengers Bangalore,8,829742
19,PA Patel,Royal Challengers Bangalore,8,829800
5,PA Patel,Royal Challengers Bangalore,9,980932
1,PA Patel,Royal Challengers Bangalore,9,980986
7,PA Reddy,Royal Challengers Bangalore,5,548381
23,PA Reddy,Royal Challengers Bangalore,6,598009
12,PA Reddy,Royal Challengers Bangalore,6,598053
21,PC Valthaty,Royal Challengers Bangalore,4,501249
20,PC Valthaty,Royal Challengers Bangalore,4,501265
6,PC Valthaty,Royal Challengers Bangalore,5,548336
75,PD Collingwood,Royal Challengers Bangalore,3,419145
4,PJ Sangwan,Royal Challengers Bangalore,6,598013
3,PP Chawla,Royal Challengers Bangalore,2,392209
5,PP Chawla,Royal Challengers Bangalore,4,501249
7,PP Chawla,Royal Challengers Bangalore,5,548336
6,PP Chawla,Royal Challengers Bangalore,5,548355
0,PP Ojha,Royal Challengers Bangalore,3,419169
1,PP Ojha,Royal Challengers Bangalore,7,729292
19,PR Shah,Royal Challengers Bangalore,1,335990
2,PV Tambe,Royal Challengers Bangalore,8,829754
7,PV Tambe,Royal Challengers Bangalore,9,980992
6,Q de Kock,Royal Challengers Bangalore,7,734010
69,Q de Kock,Royal Challengers Bangalore,8,829818
108,Q de Kock,Royal Challengers Bangalore,9,980926
60,Q de Kock,Royal Challengers Bangalore,9,981016
11,R Ashwin,Royal Challengers Bangalore,3,419128
2,R Ashwin,Royal Challengers Bangalore,4,501271
5,R Ashwin,Royal Challengers Bangalore,8,829750
1,R Ashwin,Royal Challengers Bangalore,8,829826
0,R Ashwin,Royal Challengers Bangalore,9,980936
10,R Ashwin,Royal Challengers Bangalore,9,980974
8,R Bhatia,Royal Challengers Bangalore,1,336003
4,R Bhatia,Royal Challengers Bangalore,5,548320
13,R Bhatia,Royal Challengers Bangalore,6,598013
3,R Bhatia,Royal Challengers Bangalore,6,598062
21,R Bhatia,Royal Challengers Bangalore,9,980936
9,R Bhatia,Royal Challengers Bangalore,9,980974
23,R Dhawan,Royal Challengers Bangalore,7,729318
1,R Dhawan,Royal Challengers Bangalore,8,829808
37,R Dravid,Royal Challengers Bangalore,4,501257
25,R Dravid,Royal Challengers Bangalore,5,548329
58,R Dravid,Royal Challengers Bangalore,5,548341
35,R Dravid,Royal Challengers Bangalore,6,598028
22,R Dravid,Royal Challengers Bangalore,6,598041
40,R McLaren,Royal Challengers Bangalore,3,419162
28,R McLaren,Royal Challengers Bangalore,4,501249
2,R McLaren,Royal Challengers Bangalore,6,598013
24,R Sathish,Royal Challengers Bangalore,3,419124
18,R Sathish,Royal Challengers Bangalore,4,501275
12,R Sathish,Royal Challengers Bangalore,6,598050
27,R Sathish,Royal Challengers Bangalore,6,598069
0,R Sharma,Royal Challengers Bangalore,3,419169
0,R Sharma,Royal Challengers Bangalore,5,548367
0,R Sharma,Royal Challengers Bangalore,6,598047
2,R Shukla,Royal Challengers Bangalore,7,734010
3,R Vinay Kumar,Royal Challengers Bangalore,4,501252
4,R Vinay Kumar,Royal Challengers Bangalore,7,729304
11,RA Jadeja,Royal Challengers Bangalore,2,392187
1,RA Jadeja,Royal Challengers Bangalore,2,392218
23,RA Jadeja,Royal Challengers Bangalore,4,501205
23,RA Jadeja,Royal Challengers Bangalore,4,501252
4,RA Jadeja,Royal Challengers Bangalore,5,548323
38,RA Jadeja,Royal Challengers Bangalore,6,598017
7,RA Jadeja,Royal Challengers Bangalore,6,598073
10,RA Jadeja,Royal Challengers Bangalore,7,734018
8,RA Jadeja,Royal Challengers Bangalore,8,829750
3,RA Jadeja,Royal Challengers Bangalore,8,829784
12,RA Jadeja,Royal Challengers Bangalore,9,980942
21,RA Jadeja,Royal Challengers Bangalore,9,980992
3,RA Jadeja,Royal Challengers Bangalore,9,981018
17,RG Sharma,Royal Challengers Bangalore,1,336007
57,RG Sharma,Royal Challengers Bangalore,1,336039
52,RG Sharma,Royal Challengers Bangalore,2,392193
12,RG Sharma,Royal Challengers Bangalore,2,392241
24,RG Sharma,Royal Challengers Bangalore,2,392244
6,RG Sharma,Royal Challengers Bangalore,3,419150
51,RG Sharma,Royal Challengers Bangalore,3,419156
0,RG Sharma,Royal Challengers Bangalore,3,419169
13,RG Sharma,Royal Challengers Bangalore,4,501275
0,RG Sharma,Royal Challengers Bangalore,5,548365
5,RG Sharma,Royal Challengers Bangalore,5,548372
11,RG Sharma,Royal Challengers Bangalore,6,598004
10,RG Sharma,Royal Challengers Bangalore,6,598038
2,RG Sharma,Royal Challengers Bangalore,7,729292
59,RG Sharma,Royal Challengers Bangalore,7,733988
42,RG Sharma,Royal Challengers Bangalore,8,829742
15,RG Sharma,Royal Challengers Bangalore,8,829800
62,RG Sharma,Royal Challengers Bangalore,9,980932
25,RG Sharma,Royal Challengers Bangalore,9,980986
4,RJ Harris,Royal Challengers Bangalore,2,392241
9,RJ Harris,Royal Challengers Bangalore,2,392244
13,RJ Harris,Royal Challengers Bangalore,3,419156
3,RJ Harris,Royal Challengers Bangalore,3,419169
17,RJ Harris,Royal Challengers Bangalore,4,501249
3,RN ten Doeschate,Royal Challengers Bangalore,5,548320
11,RN ten Doeschate,Royal Challengers Bangalore,6,598062
6,RN ten Doeschate,Royal Challengers Bangalore,7,734032
12,RN ten Doeschate,Royal Challengers Bangalore,8,829776
1,RP Singh,Royal Challengers Bangalore,1,336007
1,RR Pant,Royal Challengers Bangalore,9,981016
8,RR Powar,Royal Challengers Bangalore,4,501252
31,RR Sarwan,Royal Challengers Bangalore,1,336011
84,RS Bopara,Royal Challengers Bangalore,2,392196
77,RS Bopara,Royal Challengers Bangalore,3,419117
42,RS Bopara,Royal Challengers Bangalore,3,419141
20,RT Ponting,Royal Challengers Bangalore,1,335987
28,RT Ponting,Royal Challengers Bangalore,6,598004
0,RV Gomez,Royal Challengers Bangalore,4,501205
7,RV Gomez,Royal Challengers Bangalore,4,501252
48,RV Uthappa,Royal Challengers Bangalore,1,335990
19,RV Uthappa,Royal Challengers Bangalore,1,336017
23,RV Uthappa,Royal Challengers Bangalore,4,501237
69,RV Uthappa,Royal Challengers Bangalore,5,548332
38,RV Uthappa,Royal Challengers Bangalore,5,548367
0,RV Uthappa,Royal Challengers Bangalore,6,598032
75,RV Uthappa,Royal Challengers Bangalore,6,598047
22,RV Uthappa,Royal Challengers Bangalore,7,729304
83,RV Uthappa,Royal Challengers Bangalore,7,734032
35,RV Uthappa,Royal Challengers Bangalore,8,829718
23,RV Uthappa,Royal Challengers Bangalore,8,829776
1,RV Uthappa,Royal Challengers Bangalore,9,980964
2,RV Uthappa,Royal Challengers Bangalore,9,981000
1,S Badrinath,Royal Challengers Bangalore,1,336034
2,S Badrinath,Royal Challengers Bangalore,2,392229
1,S Badrinath,Royal Challengers Bangalore,2,392243
31,S Badrinath,Royal Challengers Bangalore,3,419128
7,S Badrinath,Royal Challengers Bangalore,3,419138
5,S Badrinath,Royal Challengers Bangalore,4,501216
0,S Badrinath,Royal Challengers Bangalore,4,501271
34,S Badrinath,Royal Challengers Bangalore,4,501273
34,S Badrinath,Royal Challengers Bangalore,6,598017
50,S Dhawan,Royal Challengers Bangalore,1,336003
16,S Dhawan,Royal Challengers Bangalore,1,336031
12,S Dhawan,Royal Challengers Bangalore,3,419167
11,S Dhawan,Royal Challengers Bangalore,4,501213
73,S Dhawan,Royal Challengers Bangalore,5,548361
5,S Dhawan,Royal Challengers Bangalore,5,548381
37,S Dhawan,Royal Challengers Bangalore,7,733982
50,S Dhawan,Royal Challengers Bangalore,7,734026
50,S Dhawan,Royal Challengers Bangalore,8,829724
8,S Dhawan,Royal Challengers Bangalore,8,829812
8,S Dhawan,Royal Challengers Bangalore,9,980912
11,S Dhawan,Royal Challengers Bangalore,9,980958
28,S Dhawan,Royal Challengers Bangalore,9,981024
0,S Kaushik,Royal Challengers Bangalore,9,980992
2,S Nadeem,Royal Challengers Bangalore,8,829762
0,S Narwal,Royal Challengers Bangalore,3,419120
38,S Sohal,Royal Challengers Bangalore,4,501213
0,S Sreesanth,Royal Challengers Bangalore,6,598028
0,S Vidyut,Royal Challengers Bangalore,1,336034
50,SA Asnodkar,Royal Challengers Bangalore,1,336028
0,SA Asnodkar,Royal Challengers Bangalore,2,392187
24,SA Yadav,Royal Challengers Bangalore,7,729304
11,SA Yadav,Royal Challengers Bangalore,8,829718
0,SA Yadav,Royal Challengers Bangalore,8,829776
10,SA Yadav,Royal Challengers Bangalore,9,980964
5,SA Yadav,Royal Challengers Bangalore,9,981000
7,Sandeep Sharma,Royal Challengers Bangalore,8,829790
5,Sandeep Sharma,Royal Challengers Bangalore,9,981004
17,SB Bangar,Royal Challengers Bangalore,1,336039
7,SB Jakati,Royal Challengers Bangalore,2,392229
1,SB Jakati,Royal Challengers Bangalore,9,981018
2,SB Styris,Royal Challengers Bangalore,1,336039
14,SB Styris,Royal Challengers Bangalore,2,392193
10,SC Ganguly,Royal Challengers Bangalore,1,335987
20,SC Ganguly,Royal Challengers Bangalore,1,336015
1,SC Ganguly,Royal Challengers Bangalore,2,392204
4,SC Ganguly,Royal Challengers Bangalore,2,392226
23,SC Ganguly,Royal Challengers Bangalore,3,419114
33,SC Ganguly,Royal Challengers Bangalore,3,419153
6,SC Ganguly,Royal Challengers Bangalore,5,548332
39,SE Marsh,Royal Challengers Bangalore,1,336011
74,SE Marsh,Royal Challengers Bangalore,1,336021
2,SE Marsh,Royal Challengers Bangalore,3,419141
4,SE Marsh,Royal Challengers Bangalore,4,501249
79,SE Marsh,Royal Challengers Bangalore,4,501265
26,SE Marsh,Royal Challengers Bangalore,5,548336
8,SE Marsh,Royal Challengers Bangalore,5,548355
8,SE Marsh,Royal Challengers Bangalore,6,598050
6,SE Marsh,Royal Challengers Bangalore,6,598069
1,Shahid Afridi,Royal Challengers Bangalore,1,336039
4,Shakib Al Hasan,Royal Challengers Bangalore,5,548320
60,Shakib Al Hasan,Royal Challengers Bangalore,7,734032
0,Shakib Al Hasan,Royal Challengers Bangalore,8,829718
18,Shakib Al Hasan,Royal Challengers Bangalore,9,981000
4,Shivam Sharma,Royal Challengers Bangalore,7,733996
6,Shoaib Malik,Royal Challengers Bangalore,1,336003
28,SK Raina,Royal Challengers Bangalore,1,336001
21,SK Raina,Royal Challengers Bangalore,1,336034
28,SK Raina,Royal Challengers Bangalore,2,392190
13,SK Raina,Royal Challengers Bangalore,2,392229
20,SK Raina,Royal Challengers Bangalore,2,392243
9,SK Raina,Royal Challengers Bangalore,3,419128
40,SK Raina,Royal Challengers Bangalore,3,419138
29,SK Raina,Royal Challengers Bangalore,4,501216
4,SK Raina,Royal Challengers Bangalore,4,501271
73,SK Raina,Royal Challengers Bangalore,4,501273
8,SK Raina,Royal Challengers Bangalore,4,501276
23,SK Raina,Royal Challengers Bangalore,5,548323
30,SK Raina,Royal Challengers Bangalore,6,598017
0,SK Raina,Royal Challengers Bangalore,6,598073
62,SK Raina,Royal Challengers Bangalore,7,734018
18,SK Raina,Royal Challengers Bangalore,7,734040
62,SK Raina,Royal Challengers Bangalore,8,829750
52,SK Raina,Royal Challengers Bangalore,8,829784
0,SK Raina,Royal Challengers Bangalore,8,829826
28,SK Raina,Royal Challengers Bangalore,9,980942
1,SK Raina,Royal Challengers Bangalore,9,981018
0,SK Trivedi,Royal Challengers Bangalore,3,419120
3,SK Trivedi,Royal Challengers Bangalore,6,598028
3,SK Warne,Royal Challengers Bangalore,2,392187
4,SK Warne,Royal Challengers Bangalore,3,419120
7,SL Malinga,Royal Challengers Bangalore,4,501275
0,SL Malinga,Royal Challengers Bangalore,6,598038
2,SL Malinga,Royal Challengers Bangalore,7,729292
3,SM Katich,Royal Challengers Bangalore,2,392209
28,SM Pollock,Royal Challengers Bangalore,1,335990
45,SP Fleming,Royal Challengers Bangalore,1,336034
1,SP Goswami,Royal Challengers Bangalore,5,548341
1,SP Narine,Royal Challengers Bangalore,6,598013
16,SPD Smith,Royal Challengers Bangalore,5,548332
24,SPD Smith,Royal Challengers Bangalore,5,548367
41,SPD Smith,Royal Challengers Bangalore,6,598032
4,SPD Smith,Royal Challengers Bangalore,6,598047
48,SPD Smith,Royal Challengers Bangalore,7,734004
31,SPD Smith,Royal Challengers Bangalore,8,829754
12,SPD Smith,Royal Challengers Bangalore,8,829824
4,SPD Smith,Royal Challengers Bangalore,9,980936
40,SR Tendulkar,Royal Challengers Bangalore,1,336017
11,SR Tendulkar,Royal Challengers Bangalore,2,392213
0,SR Tendulkar,Royal Challengers Bangalore,2,392223
25,SR Tendulkar,Royal Challengers Bangalore,3,419124
19,SR Tendulkar,Royal Challengers Bangalore,3,419162
9,SR Tendulkar,Royal Challengers Bangalore,3,419167
55,SR Tendulkar,Royal Challengers Bangalore,4,501210
40,SR Tendulkar,Royal Challengers Bangalore,4,501275
24,SR Tendulkar,Royal Challengers Bangalore,5,548365
0,SR Tendulkar,Royal Challengers Bangalore,5,548372
23,SR Tendulkar,Royal Challengers Bangalore,6,598004
23,SR Tendulkar,Royal Challengers Bangalore,6,598038
61,SR Watson,Royal Challengers Bangalore,1,335997
46,SR Watson,Royal Challengers Bangalore,1,336028
22,SR Watson,Royal Challengers Bangalore,3,419159
34,SR Watson,Royal Challengers Bangalore,4,501257
6,SR Watson,Royal Challengers Bangalore,6,598028
41,SR Watson,Royal Challengers Bangalore,6,598041
24,SR Watson,Royal Challengers Bangalore,7,729310
1,SR Watson,Royal Challengers Bangalore,7,734004
26,SR Watson,Royal Challengers Bangalore,8,829754
10,SR Watson,Royal Challengers Bangalore,8,829824
0,SS Iyer,Royal Challengers Bangalore,8,829762
20,SS Iyer,Royal Challengers Bangalore,8,829818
0,SS Iyer,Royal Challengers Bangalore,9,980926
25,SS Tiwary,Royal Challengers Bangalore,3,419124
52,SS Tiwary,Royal Challengers Bangalore,3,419167
13,SS Tiwary,Royal Challengers Bangalore,8,829818
52,SS Tiwary,Royal Challengers Bangalore,9,980974
29,ST Jayasuriya,Royal Challengers Bangalore,1,335990
54,ST Jayasuriya,Royal Challengers Bangalore,1,336017
52,ST Jayasuriya,Royal Challengers Bangalore,2,392213
29,ST Jayasuriya,Royal Challengers Bangalore,2,392223
2,ST Jayasuriya,Royal Challengers Bangalore,3,419124
20,STR Binny,Royal Challengers Bangalore,5,548341
33,STR Binny,Royal Challengers Bangalore,6,598028
6,STR Binny,Royal Challengers Bangalore,6,598041
1,STR Binny,Royal Challengers Bangalore,7,734004
20,STR Binny,Royal Challengers Bangalore,8,829754
0,STR Binny,Royal Challengers Bangalore,8,829824
4,Sunny Singh,Royal Challengers Bangalore,4,501249
63,SV Samson,Royal Challengers Bangalore,6,598041
2,SV Samson,Royal Challengers Bangalore,7,729310
13,SV Samson,Royal Challengers Bangalore,7,734004
4,SV Samson,Royal Challengers Bangalore,8,829754
5,SV Samson,Royal Challengers Bangalore,8,829824
9,SV Samson,Royal Challengers Bangalore,9,980926
17,SV Samson,Royal Challengers Bangalore,9,981016
4,SW Billings,Royal Challengers Bangalore,9,981016
1,SW Tait,Royal Challengers Bangalore,6,598028
11,T Henderson,Royal Challengers Bangalore,2,392187
15,T Taibu,Royal Challengers Bangalore,1,336015
8,TD Paine,Royal Challengers Bangalore,4,501237
12,TL Suman,Royal Challengers Bangalore,2,392241
10,TL Suman,Royal Challengers Bangalore,2,392244
78,TL Suman,Royal Challengers Bangalore,3,419150
0,TL Suman,Royal Challengers Bangalore,3,419156
11,TL Suman,Royal Challengers Bangalore,6,598047
4,TM Dilshan,Royal Challengers Bangalore,1,336031
67,TM Dilshan,Royal Challengers Bangalore,2,392199
0,TM Srivastava,Royal Challengers Bangalore,2,392209
18,UBT Chand,Royal Challengers Bangalore,5,548377
41,UBT Chand,Royal Challengers Bangalore,6,598059
58,UBT Chand,Royal Challengers Bangalore,8,829742
6,Umar Gul,Royal Challengers Bangalore,1,336015
16,UT Khawaja,Royal Challengers Bangalore,9,980974
8,UT Yadav,Royal Challengers Bangalore,1,336007
3,UT Yadav,Royal Challengers Bangalore,1,336039
0,UT Yadav,Royal Challengers Bangalore,5,548377
4,UT Yadav,Royal Challengers Bangalore,6,598059
24,V Sehwag,Royal Challengers Bangalore,1,336003
47,V Sehwag,Royal Challengers Bangalore,1,336031
7,V Sehwag,Royal Challengers Bangalore,2,392199
0,V Sehwag,Royal Challengers Bangalore,2,392237
12,V Sehwag,Royal Challengers Bangalore,3,419133
35,V Sehwag,Royal Challengers Bangalore,3,419145
25,V Sehwag,Royal Challengers Bangalore,4,501232
0,V Sehwag,Royal Challengers Bangalore,5,548315
25,V Sehwag,Royal Challengers Bangalore,6,598022
18,V Sehwag,Royal Challengers Bangalore,6,598059
32,V Sehwag,Royal Challengers Bangalore,7,729318
30,V Sehwag,Royal Challengers Bangalore,7,733996
52,VVS Laxman,Royal Challengers Bangalore,1,336039
5,VVS Laxman,Royal Challengers Bangalore,2,392193
36,VVS Laxman,Royal Challengers Bangalore,4,501205
17,WP Saha,Royal Challengers Bangalore,1,336015
21,WP Saha,Royal Challengers Bangalore,2,392204
10,WP Saha,Royal Challengers Bangalore,2,392226
13,WP Saha,Royal Challengers Bangalore,3,419153
22,WP Saha,Royal Challengers Bangalore,4,501271
2,WP Saha,Royal Challengers Bangalore,7,729318
17,WP Saha,Royal Challengers Bangalore,7,733996
13,WP Saha,Royal Challengers Bangalore,8,829790
31,WP Saha,Royal Challengers Bangalore,8,829808
16,WP Saha,Royal Challengers Bangalore,9,980982
24,WP Saha,Royal Challengers Bangalore,9,981004
0,WPUJC Vaas,Royal Challengers Bangalore,1,336007
20,Y Nagar,Royal Challengers Bangalore,2,392237
0,Y Nagar,Royal Challengers Bangalore,4,501232
16,Y Nagar,Royal Challengers Bangalore,5,548315
26,Y Venugopal Rao,Royal Challengers Bangalore,1,336007
9,Y Venugopal Rao,Royal Challengers Bangalore,2,392193
8,Y Venugopal Rao,Royal Challengers Bangalore,2,392241
0,Y Venugopal Rao,Royal Challengers Bangalore,2,392244
24,Y Venugopal Rao,Royal Challengers Bangalore,3,419169
24,Y Venugopal Rao,Royal Challengers Bangalore,4,501232
18,Y Venugopal Rao,Royal Challengers Bangalore,5,548315
36,Y Venugopal Rao,Royal Challengers Bangalore,5,548377
21,YK Pathan,Royal Challengers Bangalore,1,335997
11,YK Pathan,Royal Challengers Bangalore,2,392187
22,YK Pathan,Royal Challengers Bangalore,2,392218
26,YK Pathan,Royal Challengers Bangalore,3,419120
11,YK Pathan,Royal Challengers Bangalore,3,419159
46,YK Pathan,Royal Challengers Bangalore,4,501227
36,YK Pathan,Royal Challengers Bangalore,4,501260
1,YK Pathan,Royal Challengers Bangalore,5,548320
7,YK Pathan,Royal Challengers Bangalore,5,548349
27,YK Pathan,Royal Challengers Bangalore,6,598013
18,YK Pathan,Royal Challengers Bangalore,6,598062
0,YK Pathan,Royal Challengers Bangalore,7,729304
22,YK Pathan,Royal Challengers Bangalore,7,734032
3,YK Pathan,Royal Challengers Bangalore,8,829718
11,YK Pathan,Royal Challengers Bangalore,8,829776
60,YK Pathan,Royal Challengers Bangalore,9,980964
6,YK Pathan,Royal Challengers Bangalore,9,981000
1,Yuvraj Singh,Royal Challengers Bangalore,1,336011
30,Yuvraj Singh,Royal Challengers Bangalore,2,392196
50,Yuvraj Singh,Royal Challengers Bangalore,2,392209
9,Yuvraj Singh,Royal Challengers Bangalore,3,419117
36,Yuvraj Singh,Royal Challengers Bangalore,3,419141
41,Yuvraj Singh,Royal Challengers Bangalore,4,501237
